title,txt_content,time_sent,url,brand_name,is_fast_fashion,year
The 48 HOUR SALE Extra 30% Off Everything + Free Shipping,,"November 28, 2012 1:11pm",https://milled.com/CalvinKlein/the-48-hour-sale-extra-30-off-everything-free-shipping-2hBXPaihKoNz2ovo,Calvin Klein,0,2012
"Sale Extended. Spend More, Save More Up To 40% Off",,"November 27, 2012 11:01am",https://milled.com/CalvinKlein/sale-extended-spend-more-save-more-up-to-40-off-rspCuTprZJRywiqv,Calvin Klein,0,2012
"Spend More, Save More Today Only Up To 40% Off + Free Shipping",,"November 26, 2012 11:01am",https://milled.com/CalvinKlein/spend-more-save-more-today-only-up-to-40-off-free-shipping-QYeTy1Vhehxa7PWZ,Calvin Klein,0,2012
Today Only - 50% OFF ALL Dresses & Suits + Free Shipping,,"November 25, 2012 11:01am",https://milled.com/CalvinKlein/today-only-50-off-all-dresses-suits-free-shipping-Lv1wSsmurZFH2HPN,Calvin Klein,0,2012
Today Only - 50% OFF ALL Sweaters + Free Shipping,,"November 24, 2012 11:01am",https://milled.com/CalvinKlein/today-only-50-off-all-sweaters-free-shipping-viMkd53oW_GCIAAm,Calvin Klein,0,2012
Today Only - 50% OFF ALL Outerwear & Winter Accessories + Free Shipping,,"November 23, 2012 11:02am",https://milled.com/CalvinKlein/today-only-50-off-all-outerwear-winter-accessories-free-shipping-y9JuQx6gJmuAJVss,Calvin Klein,0,2012
Today Only 30% OFF Everything + Free Shipping,,"November 22, 2012 11:01am",https://milled.com/CalvinKlein/today-only-30-off-everything-free-shipping-u535hV59gZgfSuRl,Calvin Klein,0,2012
FINAL HOURS - 40% Off Sitewide + Free Shipping,,"November 19, 2012 11:02pm",https://milled.com/CalvinKlein/final-hours-40-off-sitewide-free-shipping-1k9qOkkCJPJkiT8b,Calvin Klein,0,2012
LAST DAY - 40% Off Everything,,"November 19, 2012 11:01am",https://milled.com/CalvinKlein/last-day-40-off-everything-RxRo8aXMMFPigo_X,Calvin Klein,0,2012
Final Days - 40% Off Sitewide,,"November 18, 2012 11:09am",https://milled.com/CalvinKlein/final-days-40-off-sitewide-scO3k9dmjY70r9WY,Calvin Klein,0,2012
40% Off Everything + Free Shipping. Limited Time,,"November 16, 2012 11:01am",https://milled.com/CalvinKlein/40-off-everything-free-shipping-limited-time-zgD5jYLZi2xKOSqG,Calvin Klein,0,2012
50% Off All Dress Shirts + Ties Limited Time,,"November 12, 2012 11:01am",https://milled.com/CalvinKlein/50-off-all-dress-shirts-ties-limited-time-PgWSTXcL0JBJeij6,Calvin Klein,0,2012
"Introducing Our New Mobile Site Shop Anytime, Anywhere",,"November 10, 2012 2:02pm",https://milled.com/CalvinKlein/introducing-our-new-mobile-site-shop-anytime-anywhere-yeyeLjNFv1OKNbb0,Calvin Klein,0,2012
Extra Savings Up To 60% Off Dresses + Suits,,"November 9, 2012 11:02am",https://milled.com/CalvinKlein/extra-savings-up-to-60-off-dresses-suits-6d4HnhP8UuhF--Il,Calvin Klein,0,2012
Our Holiday Best Shop The Styles of the Season,,"November 8, 2012 11:06am",https://milled.com/CalvinKlein/our-holiday-best-shop-the-styles-of-the-season-IOR8MxPXchTC3fLs,Calvin Klein,0,2012
50% Off All Outerwear + Cold Weather Accessories Ends Today,,"November 7, 2012 11:01am",https://milled.com/CalvinKlein/50-off-all-outerwear-cold-weather-accessories-ends-today-O7RudL_1AX8iwys1,Calvin Klein,0,2012
Limited Time - 50% Off All Outerwear + Cold Weather Accessories,,"November 5, 2012 11:01am",https://milled.com/CalvinKlein/limited-time-50-off-all-outerwear-cold-weather-accessories-Otn8AShmH59m9eN9,Calvin Klein,0,2012
The Annual Outerwear Sale 50% Off + Free Shipping,,"November 1, 2012 1:47pm",https://milled.com/CalvinKlein/the-annual-outerwear-sale-50-off-free-shipping-dAf8hDOPjNNOEIIx,Calvin Klein,0,2012
Last Day - 50% Off All Sweaters,,"October 31, 2012 10:01am",https://milled.com/CalvinKlein/last-day-50-off-all-sweaters-ucRbSVXjGoGUf_Sc,Calvin Klein,0,2012
40% Off All Bags + Annual Sweater Sale Continues,,"October 29, 2012 10:02am",https://milled.com/CalvinKlein/40-off-all-bags-annual-sweater-sale-continues-PFRbzUcu5QKYT6Os,Calvin Klein,0,2012
All Dresses NOW 40% Off,,"October 26, 2012 10:01am",https://milled.com/CalvinKlein/all-dresses-now-40-off-J25GFcVbTga40F1x,Calvin Klein,0,2012
Annual Sweater Sale 50% Off Begins Today + Free Shipping,,"October 25, 2012 10:06am",https://milled.com/CalvinKlein/annual-sweater-sale-50-off-begins-today-free-shipping-um8eUSPg6Epulxd9,Calvin Klein,0,2012
FREE SHIPPING Now $50 Or More,,"October 23, 2012 10:01am",https://milled.com/CalvinKlein/free-shipping-now-50-or-more-4CfRNL95me3aPlEI,Calvin Klein,0,2012
FINAL HOURS Friends + Family - Extra 30% Off Everything,,"October 21, 2012 10:01pm",https://milled.com/CalvinKlein/final-hours-friends-family-extra-30-off-everything-0ABMJ8CxlTZXfvQb,Calvin Klein,0,2012
LAST DAY Friends + Family - Extra 30% Off Everything,,"October 21, 2012 10:01am",https://milled.com/CalvinKlein/last-day-friends-family-extra-30-off-everything-B82PbL9m7gR7y_P2,Calvin Klein,0,2012
Extra 30% Off Everything Including Dresses + Suits,,"October 20, 2012 10:01am",https://milled.com/CalvinKlein/extra-30-off-everything-including-dresses-suits-EseGB-WJ51_YNUIo,Calvin Klein,0,2012
A Special Preview for -. Friends + Family - Extra 30% Off Everything,,"October 17, 2012 10:02am",https://milled.com/CalvinKlein/a-special-preview-for-friends-family-extra-30-off-everything-ETTbqFgzP_T6EzDT,Calvin Klein,0,2012
Today Only Extra 30% Off All Bags + Wallets,,"October 15, 2012 10:02am",https://milled.com/CalvinKlein/today-only-extra-30-off-all-bags-wallets-OWOFZDduxxuu3uYu,Calvin Klein,0,2012
Fall Sale Extended - Extra 30% Off Everything Ends Today,,"October 12, 2012 10:03am",https://milled.com/CalvinKlein/fall-sale-extended-extra-30-off-everything-ends-today-F8qdms-C-TNdz_7r,Calvin Klein,0,2012
Fall Sale - Extra 30% Off Everything. Today Only,,"October 11, 2012 10:02am",https://milled.com/CalvinKlein/fall-sale-extra-30-off-everything-today-only-E0efdUevHKAGoFWF,Calvin Klein,0,2012
New Arrivals To Outerwear For Women + Men,,"October 9, 2012 10:02am",https://milled.com/CalvinKlein/new-arrivals-to-outerwear-for-women-men-iHz5x1cuAgukBmw3,Calvin Klein,0,2012
ENDS TODAY - 40% Off All Sweaters + Outerwear,,"October 8, 2012 10:03am",https://milled.com/CalvinKlein/ends-today-40-off-all-sweaters-outerwear-7tVMeKF6YU3mbZeI,Calvin Klein,0,2012
40% Off All Sweaters + Outerwear Last 2 Days,,"October 7, 2012 10:02am",https://milled.com/CalvinKlein/40-off-all-sweaters-outerwear-last-2-days-vdcNikrJvKhc2N_v,Calvin Klein,0,2012
All Shoes 30% Off - Limited Time,,"October 5, 2012 10:03am",https://milled.com/CalvinKlein/all-shoes-30-off-limited-time-yafuP-hLry3ALVD4,Calvin Klein,0,2012
Welcome to Calvin Klein,,"October 5, 2012 6:17am",https://milled.com/CalvinKlein/welcome-to-calvin-klein-kSbi5qMHgPe92O4W,Calvin Klein,0,2012
,,,,Marni,0,2012
,,,,Missoni,0,2012
Counting down...,,"December 31, 2012 1:00pm",https://milled.com/StellaMcCartney/counting-down-WGLQl5E4gkGMc1Jx,Stella McCartney,0,2012
Our new leopard print has arrived…,,"December 22, 2012 2:01pm",https://milled.com/StellaMcCartney/our-new-leopard-print-has-arrived-OQCb63KGvchSx1LS,Stella McCartney,0,2012
Get ready for the holidays with our holiday gift guide,,"December 15, 2012 8:03am",https://milled.com/StellaMcCartney/get-ready-for-the-holidays-with-our-holiday-gift-guide-CYGDbTS3eDGByZxx,Stella McCartney,0,2012
Autumn Winter 2012 Sale Now On!,,"December 4, 2012 3:41pm",https://milled.com/StellaMcCartney/autumn-winter-2012-sale-now-on-HV-EwHmlY9PnJAHM,Stella McCartney,0,2012
Faux Croc Favourites,"To view this email as a web page, go here. This email was sent to: This email was sent by Stella McCartney: 210 11th Avenue New York, NY 10001, USA We respect your right to privacy View Our Policy Unsubscribe and Update Profile","November 8, 2012 3:14pm",https://milled.com/StellaMcCartney/faux-croc-favourites-tQtAEkC0UwM1tZtp,Stella McCartney,0,2012
Modern Embroidery,"To view this email as a web page, go here. This email was sent to: This email was sent by Stella McCartney: 210 11th Avenue New York, NY 10001, USA We respect your right to privacy View Our Policy Unsubscribe and Update Profile","November 2, 2012 5:08pm",https://milled.com/StellaMcCartney/modern-embroidery-fLv5GFkf2_lKhdxM,Stella McCartney,0,2012
New Forms in Knitwear,"To view this email as a web page, go here. This email was sent to: This email was sent by Stella McCartney: 210 11th Avenue New York, NY 10001, USA We respect your right to privacy View Our Policy Unsubscribe and Update Profile","October 25, 2012 1:22pm",https://milled.com/StellaMcCartney/new-forms-in-knitwear-CIH3XphUvJpsdnLk,Stella McCartney,0,2012
A Tailored Twist for Tweed,"To view this email as a web page, go here. This email was sent to: This email was sent by Stella McCartney: 210 11th Avenue New York, NY 10001, USA We respect your right to privacy View Our Policy Unsubscribe and Update Profile","October 18, 2012 1:49pm",https://milled.com/StellaMcCartney/a-tailored-twist-for-tweed-4wd2_JrwScK_IvmT,Stella McCartney,0,2012
Stella Street Style from Paris,"To view this email as a web page, go here. This email was sent to: This email was sent by Stella McCartney: 210 11th Avenue New York, NY 10001, USA We respect your right to privacy View Our Policy Unsubscribe and Update Profile","October 14, 2012 11:31am",https://milled.com/StellaMcCartney/stella-street-style-from-paris-qWMBKm6DCA18-9T5,Stella McCartney,0,2012
A Subtle Statement,"To view this email as a web page, go here. This email was sent to: This email was sent by Stella McCartney: 210 11th Avenue New York, NY 10001, USA We respect your right to privacy View Our Policy Unsubscribe and Update Profile","October 11, 2012 5:03pm",https://milled.com/StellaMcCartney/a-subtle-statement-DfApM8vOt1zvQqYl,Stella McCartney,0,2012
View our Summer 13 collection from the latest Paris show,"To view this email as a web page, go here. This email was sent to: This email was sent by Stella McCartney: 210 11th Avenue New York, NY 10001, USA We respect your right to privacy View Our Policy Unsubscribe and Update Profile","October 1, 2012 9:11pm",https://milled.com/StellaMcCartney/view-our-summer-13-collection-from-the-latest-paris-show-YklgRIhjY1fkj4-v,Stella McCartney,0,2012
Discover the Exclusive London Evening Collection,"To view this email as a web page, go here. This email was sent to: This email was sent by Stella McCartney: 210 11th Avenue New York, NY 10001, USA We respect your right to privacy View Our Policy Unsubscribe and Update Profile","September 27, 2012 3:31pm",https://milled.com/StellaMcCartney/discover-the-exclusive-london-evening-collection-TBDlB0FPnLf-9H_U,Stella McCartney,0,2012
Autumn Outerwear Hero,"To view this email as a web page, go here. This email was sent to: This email was sent by Stella McCartney: 210 11th Avenue New York, NY 10001, USA We respect your right to privacy View Our Policy Unsubscribe and Update Profile","September 20, 2012 3:26pm",https://milled.com/StellaMcCartney/autumn-outerwear-hero-eHuMBxerSiqZ7dwY,Stella McCartney,0,2012
Winter runway styles have arrived,"To view this email as a web page, go here. This email was sent to: This email was sent by Stella McCartney: 210 11th Avenue New York, NY 10001, USA We respect your right to privacy View Our Policy Unsubscribe and Update Profile","September 7, 2012 3:10pm",https://milled.com/StellaMcCartney/winter-runway-styles-have-arrived-HJOUgH7KiKlMvjHy,Stella McCartney,0,2012
Join us for Fashion's Night Out,"To view this email as a web page, go here. This email was sent to: This email was sent by Stella McCartney: 210 11th Avenue New York, NY 10001, USA We respect your right to privacy View Our Policy Unsubscribe and Update Profile","September 6, 2012 11:22am",https://milled.com/StellaMcCartney/join-us-for-fashions-night-out-e_CvxSn6bus4ipz3,Stella McCartney,0,2012
The Perfect Carryall for Autumn,"To view this email as a web page, go here. This email was sent to: This email was sent by Stella McCartney: 210 11th Avenue New York, NY 10001, USA We respect your right to privacy View Our Policy Unsubscribe and Update Profile","August 22, 2012 5:01pm",https://milled.com/StellaMcCartney/the-perfect-carryall-for-autumn-vKPVsPHtSpuIFKvm,Stella McCartney,0,2012
Thank you for signing up to the Stella McCartney newsletter,"Dear —, Thank-you for signing up to the Stella McCartney newsletter. Youll soon be receiving all of our latest news and product arrivals directly to your inbox. Did you know that signing up for an account on StellaMcCartney.com will give you exclusive access to features such as pre-order and easy checkout? To take advantage of these benefits sign up for an account here. Why not follow us and interact with Stella on Twitter and Facebook too! Collections Stellas World Shop Stella Kids Follow Stella on Facebook Twitter Flickr This email was sent to: This email was sent by Stella McCartney: 210 11th Avenue New York, New York 10001 We respect your right to privacy View Our Policy Unsubscribe and Update Profile","July 27, 2012 8:23pm",https://milled.com/StellaMcCartney/thank-you-for-signing-up-to-the-stella-mccartney-newsletter-5E_zc_eajhYz9MvI,Stella McCartney,0,2012
,,,,Balmain,0,2012
Modern Art Forms: Men's Spring/Summer 2013 Collection,,"December 20, 2012 4:02pm",https://milled.com/jil-sander/modern-art-forms-mens-spring-summer-2013-collection-YsShQKLj453-kXt6,Jil Sander,0,2012
Jil Sander Navy presents: Couture Shapes,,"December 11, 2012 3:01pm",https://milled.com/jil-sander/jil-sander-navy-presents-couture-shapes-P093WL4iQxL9T8dN,Jil Sander,0,2012
Something Special: Holiday Gift,,"December 7, 2012 8:00am",https://milled.com/jil-sander/something-special-holiday-gift-Qt-3v5bDPNXH1Zfa,Jil Sander,0,2012
Sale begins now: 40% off the Fall/Winter 12 Collection,,"December 1, 2012 9:01am",https://milled.com/jil-sander/sale-begins-now-40-off-the-fall-winter-12-collection-po2ySBaLP7A2SNkV,Jil Sander,0,2012
Exclusively Online: Four Simple Gift Ideas,,"November 20, 2012 5:00pm",https://milled.com/jil-sander/exclusively-online-four-simple-gift-ideas-BofbXmPRIYH41gUm,Jil Sander,0,2012
Power Pastels: Fall/Winter 2012 Dresses,,"November 9, 2012 4:00pm",https://milled.com/jil-sander/power-pastels-fall-winter-2012-dresses-7eVRfu_cKTz7mnNr,Jil Sander,0,2012
Men in Black: Fall/Winter 12 Men’s Collection,,"November 2, 2012 4:00pm",https://milled.com/jil-sander/men-in-black-fall-winter-12-men-s-collection-xOJes4m7SUAVb_XP,Jil Sander,0,2012
Shop the Look - Fall/Winter 2012 Fashion Show,,"October 26, 2012 3:03pm",https://milled.com/jil-sander/shop-the-look-fall-winter-2012-fashion-show-U5q9rknWqtBF9myx,Jil Sander,0,2012
Quick Reminder: Pre-order the S/S 13 Runway Collection,,"October 12, 2012 2:32pm",https://milled.com/jil-sander/quick-reminder-pre-order-the-s-s-13-runway-collection-A55nYZlmCnleu-ec,Jil Sander,0,2012
Thank you for signing up,Thank you for registering with our Store. You can change your registration details at any time in My Account. Start enjoying the benefits of your account right now: save your favourite products in your Wish List shop faster by saving your addresses in the Address Book see all your order details and track the shipment of your orders and returns in the My Orders section receive our newsletter with the latest news and promotions Thank you. Please do not reply to this e-mail. If you need help or have any queries visit the Customer Care area of our website. Legal Area | Privacy Policy,"October 10, 2012 2:16am",https://milled.com/jil-sander/thank-you-for-signing-up-UtkKSyt7CZHsy4MB,Jil Sander,0,2012
On the snow with Moncler,,"December 29, 2012 10:00am",https://milled.com/Moncler/on-the-snow-with-moncler-pqPi8qvd5J7RacHF,Moncler,0,2012
"Time for the mountains, the Holidays and Moncler!",,"December 18, 2012 4:13pm",https://milled.com/Moncler/time-for-the-mountains-the-holidays-and-moncler-bhRpRyCxXKEimbLK,Moncler,0,2012
Seil Marschall & Moncler,,"December 11, 2012 4:21pm",https://milled.com/Moncler/seil-marschall-moncler-5zql2FYQlpGS7B7e,Moncler,0,2012
Happy Thanksgiving - Free Standard Shipping,,"November 23, 2012 9:29am",https://milled.com/Moncler/happy-thanksgiving-free-standard-shipping-QesztyH0MBSYmu72,Moncler,0,2012
MYKITA & Moncler. The collaboration continues,,"October 31, 2012 12:02pm",https://milled.com/Moncler/mykita-moncler-the-collaboration-continues-jYaKRLKv84jOhDVs,Moncler,0,2012
Discover the new Moncler Grenoble FW 2012/13 collection,,"October 25, 2012 8:02am",https://milled.com/Moncler/discover-the-new-moncler-grenoble-fw-2012-13-collection-20YxdP5dnS4GE7IS,Moncler,0,2012
Ermenegildo Zegna: The Formal Collection,,"October 24, 2012 7:00pm",https://milled.com/Moncler/ermenegildo-zegna-the-formal-collection-L6xrPqQvpT0JXa0A,Moncler,0,2012
Zegna Fragrances: Invitation to an Olfactive Journey,,"October 20, 2012 3:00pm",https://milled.com/Moncler/zegna-fragrances-invitation-to-an-olfactive-journey--cd_Kfvsx-DB-B5r,Moncler,0,2012
Ermenegildo Zegna: Fashion Show Collection,,"October 17, 2012 1:41pm",https://milled.com/Moncler/ermenegildo-zegna-fashion-show-collection-frkHVNmI0i7P3X_I,Moncler,0,2012
Z ZEGNA: Fashion Show Collection,,"October 10, 2012 9:00am",https://milled.com/Moncler/z-zegna-fashion-show-collection-ohKUbscPa6_s7u_A,Moncler,0,2012
Zegna Sport: Denim Collection,,"October 3, 2012 2:48pm",https://milled.com/Moncler/zegna-sport-denim-collection-Jbzw1VWnAhF2yxXe,Moncler,0,2012
Introducing Moncler S,,"October 2, 2012 2:41pm",https://milled.com/Moncler/introducing-moncler-s-MbH-A0b6CU9QZFmC,Moncler,0,2012
Rimowa and Moncler. The suitcase with the heart of a down jacket,,"September 27, 2012 2:20pm",https://milled.com/Moncler/rimowa-and-moncler-the-suitcase-with-the-heart-of-a-down-jacket-iMYpR93pCahBF2kn,Moncler,0,2012
Z Zegna: Shop by Look,,"September 26, 2012 1:20pm",https://milled.com/Moncler/z-zegna-shop-by-look-mseWIVNlXwh2o1HP,Moncler,0,2012
Ermenegildo Zegna: Business Attire,,"September 19, 2012 12:36pm",https://milled.com/Moncler/ermenegildo-zegna-business-attire-jcP07sdrqwhb1ROA,Moncler,0,2012
Zegna Sport: Shop by Look,,"September 12, 2012 2:52pm",https://milled.com/Moncler/zegna-sport-shop-by-look-1Ze_T4n-xpoWrDBP,Moncler,0,2012
Moncler Presents the Monduck Story,,"September 5, 2012 2:19pm",https://milled.com/Moncler/moncler-presents-the-monduck-story-2_F8f9pi8S3DMF0N,Moncler,0,2012
Shop by Look: Fall Winter 12 Collection,,"September 5, 2012 9:26am",https://milled.com/Moncler/shop-by-look-fall-winter-12-collection-UUnCJPW0FgfKkX2z,Moncler,0,2012
Step Into Autumn: Exquisite Shoe Selection,,"August 29, 2012 8:30am",https://milled.com/Moncler/step-into-autumn-exquisite-shoe-selection-v86sQWkhQSTA90FL,Moncler,0,2012
Moncler Enfant Fall Winter 2012,,"August 24, 2012 1:00pm",https://milled.com/Moncler/moncler-enfant-fall-winter-2012-Hy-AeVkW7stk4yJN,Moncler,0,2012
End of Sale + Free Standard Shipping,,"August 22, 2012 1:30pm",https://milled.com/Moncler/end-of-sale-free-standard-shipping-j5FmgYzAMCHtIcXm,Moncler,0,2012
Zegna Sport: Urban Camouflage,,"August 8, 2012 9:01am",https://milled.com/Moncler/zegna-sport-urban-camouflage-33rpPM8r9IOJuFS5,Moncler,0,2012
The Urban Gentleman’s Timeless Accessories,,"August 1, 2012 7:00pm",https://milled.com/Moncler/the-urban-gentleman-s-timeless-accessories-pf4tJWaBp7BZDdfV,Moncler,0,2012
E-mail Signup,,"July 25, 2012 10:24pm",https://milled.com/Moncler/e-mail-signup-PtKSEVR_USKYnyEZ,Moncler,0,2012
,,,,Paco Rabanne,0,2012
,,,,Yohji Yamamoto,0,2012
,,,,Paul Smith,0,2012
"Shop The Sale, enjoy up to 60% off","To view this email as a web page, go here. SALE This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","December 13, 2012 5:56pm",https://milled.com/AlexanderMcQueen/shop-the-sale-enjoy-up-to-60-off-qnYB99DtSK1FIUvB,Alexander McQueen,0,2012
"Shop The Sale, enjoy up to 40% off","To view this email as a web page, go here. shop_the_aw12_sale_w This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","November 28, 2012 6:33pm",https://milled.com/AlexanderMcQueen/shop-the-sale-enjoy-up-to-40-off-pbD9edeqa9vFSffz,Alexander McQueen,0,2012
Exclusive: The Snowflake Knucklebox Clutch,"To view this email as a web page, go here. AMQ_Eblast_GiftXmas_2nd This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","November 26, 2012 5:08pm",https://milled.com/AlexanderMcQueen/exclusive-the-snowflake-knucklebox-clutch-HJp4BPlFyJJPiI15,Alexander McQueen,0,2012
Complimentary Delivery with Alexander McQueen,"To view this email as a web page, go here. AMQ_Eblast_free ship_Xmas This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","November 21, 2012 2:13pm",https://milled.com/AlexanderMcQueen/complimentary-delivery-with-alexander-mcqueen-aQgyQNq_IaBjcsuJ,Alexander McQueen,0,2012
Gift with Alexander McQueen,"To view this email as a web page, go here. AMQ_Eblast_GiftXmas_WMns This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","November 15, 2012 2:47pm",https://milled.com/AlexanderMcQueen/gift-with-alexander-mcqueen-x33xRbK7y6bzQcZ6,Alexander McQueen,0,2012
McQ Menswear: Shop The AW12 Show,"To view this email as a web page, go here. MCQ_NEW ARRIVALS-NOV12_US > This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","November 8, 2012 3:11pm",https://milled.com/AlexanderMcQueen/mcq-menswear-shop-the-aw12-show-KKBnZNFLNuL--Fyw,Alexander McQueen,0,2012
Enjoy 25% off Fashion Silks until Friday,"To view this email as a web page, go here. AMQ_Eblast_SCARVES_PROMO This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","November 7, 2012 3:03pm",https://milled.com/AlexanderMcQueen/enjoy-25-off-fashion-silks-until-friday-YllBxlShDy2bLxI-,Alexander McQueen,0,2012
"Enjoy 20% off McQ this Halloween, shop before midnight tonight","To view this email as a web page, go here. MCQ_Halloween_US_F_NEW This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","October 31, 2012 6:20pm",https://milled.com/AlexanderMcQueen/enjoy-20-off-mcq-this-halloween-shop-before-midnight-tonight-U8R7tnwACzmYdvr-,Alexander McQueen,0,2012
You’re invited this Halloween,"To view this email as a web page, go here. MCQ_Halloween_UK_F This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","October 26, 2012 12:18pm",https://milled.com/AlexanderMcQueen/you-re-invited-this-halloween-3024Jvqh_NztcHXC,Alexander McQueen,0,2012
Shop Jewellery at Alexander McQueen,"To view this email as a web page, go here. AMQ_Eblast_DTS_bracelet_c This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","October 24, 2012 1:32pm",https://milled.com/AlexanderMcQueen/shop-jewellery-at-alexander-mcqueen-Z46fH3GrllyDUChJ,Alexander McQueen,0,2012
Shop The Skull Scarf In New Season Colours,"To view this email as a web page, go here. AMQ_Eblast_AW12_skullscarf_c This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","October 17, 2012 1:24pm",https://milled.com/AlexanderMcQueen/shop-the-skull-scarf-in-new-season-colours-iF-gAksJ2NII11l1,Alexander McQueen,0,2012
McQ: Shop the runway and more,"To view this email as a web page, go here. MCQ_NEW ARRIVALS-OCT12 This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","October 16, 2012 2:34pm",https://milled.com/AlexanderMcQueen/mcq-shop-the-runway-and-more-g3Iz6pEVfz131aIE,Alexander McQueen,0,2012
Shop The Look: Autumn/Winter ’12,"To view this email as a web page, go here. AMQ_Eblast_AW12_shopthelook This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","October 12, 2012 1:12pm",https://milled.com/AlexanderMcQueen/shop-the-look-autumn-winter-12-AvvWVqscatdXy50-,Alexander McQueen,0,2012
Shop McQ Men's Accessories,"To view this email as a web page, go here. MCQ_pre aw MEN_BAG This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","October 9, 2012 1:20pm",https://milled.com/AlexanderMcQueen/shop-mcq-mens-accessories-ABDitwaAiF5drLzA,Alexander McQueen,0,2012
Watch The Spring/Summer '13 Show,"To view this email as a web page, go here. AMQ_Eblast_PARIS SS13_final This email was sent to: THE ONLINE DESTINATION FOR ALEXANDER McQUEEN & McQwww.alexandermcqueen.comwww.alexandermcqueen.com/mcqThis email was sent by: Alexander McQueen76-78 Clerkenwell Road, London EC1M 5QA England We respect your right to privacy - view our policy unsubscribe and update profile","October 3, 2012 1:27pm",https://milled.com/AlexanderMcQueen/watch-the-spring-summer-13-show-aFW2JTkl3_pdWeJn,Alexander McQueen,0,2012
